Managed Account;MAC;Device Name;IP Address;IPv6 Address;Device Type;Serial Number;Description;Active S/W Version;Duration;Status;Status Time;Status Time (Seconds);Height
Base Infrastructure;00:04:56:42:23:26;ATL.Caracoli;10.70.88.138;N/A;ePMP Force 300-19R AP;E6VE07FSD79Z;54764-KPWM416;4.6.2;236d 23h 41m;Online;0d 7h 25m;26738;N/A
Base Infrastructure;00:04:56:46:5E:27;COR.BuenosAires_AP5;10.71.39.30;N/A;ePMP Force 300-19R AP;E6XB0621BVR2;32367-ZZZY080;4.6.2;237d 0h 42m;Online;7d 2h 6m;612388;40 Meters
Base Infrastructure;00:04:56:42:87:44;45519-ZZZY090;10.67.203.139;N/A;ePMP Force 300-19R SM;E6VG0BX52MBG;VEREDA_LEONES;4.6.2;237d 0h 59m;Online;38d 1h 25m;3288328;N/A
Base Infrastructure;58:C1:7A:FA:33:20;TOL-PAYANDE;10.67.195.62;N/A;cnMatrix EX1010;XMXCMMF38ST2;;4.1.0-300;237d 3h 23m;Online;24d 8h 6m;2102811;N/A
Base Infrastructure;00:04:56:42:88:40;CAD.FILADELFIA_AP4;10.68.246.80;N/A;ePMP Force 300-19R AP;E6VG0C2CX5TP;26088-KPWM693;4.6.2;237d 16h 22m;Online;0d 4h 3m;14591;N/A
Base Infrastructure;00:04:56:46:4A:50;21607-KPWM010;10.68.227.171;N/A;ePMP Force 300-19R SM;E6XA0BT8J1MZ;SANTUARIO-CER JOSE;4.6.1-RC26;237d 17h 53m;Online;15d 1h 11m;1300284;N/A
Base Infrastructure;00:04:56:46:40:96;ANT.Santuario-2_AP2;10.68.227.170;N/A;ePMP Force 300-19R AP;E6XA09FRMRZ3;21607-KPWM010;4.6.1-RC26;237d 18h 0m;Online;1d 18h 17m;152273;N/A
Base Infrastructure;58:C1:7A:72:68:2F;Ant.Tamesis_AP1;10.68.213.184;N/A;ePMP Force 300C AP;E8XF01L5KWC6;18568-KPWM022;4.6.1-RC26;237d 18h 14m;Online;46d 9h 12m;4007575;N/A
Base Infrastructure;00:04:56:46:42:E8;38798-KPWM942;10.66.96.67;N/A;ePMP Force 300-19R SM;E6XA09RN35X0;MET, GRANDA, NLL;4.6.2;237d 18h 20m;Online;27d 21h 58m;2411939;N/A
Base Infrastructure;00:04:56:46:48:0C;MET.Canaguaro_AP3;10.66.96.66;N/A;ePMP Force 300-19R AP;E6XA0BHLZT3C;38798-KPWM942;4.6.2;237d 18h 37m;Online;0d 16h 34m;59642;N/A
Base Infrastructure;00:04:56:46:4F:26;47085-ZZZY704;10.71.52.197;N/A;ePMP Force 300-19R SM;;47085-ZZZY704_CAIMITO-NVAESTACIONV3;4.6.1-RC14;237d 19h 48m;Online;37d 0h 45m;3199511;N/A
Base Infrastructure;00:04:56:27:88:01;CAD_Anserma-1_AP1;10.68.245.180;N/A;ePMP 3000L AP;E8WL1DTHVPP3;26550-VZVF147_26571-ZGYO861;4.6.2;237d 19h 55m;Online;2d 13h 56m;223019;30 Meters
Base Infrastructure;00:04:56:42:6D:3A;26550-VZVF147;10.68.245.181;N/A;ePMP Force 300-19R SM;;ESCUELA EL CAIRO;4.6.1-RC14;237d 20h 6m;Online;37d 23h 52m;3282725;N/A
Base Infrastructure;00:04:56:46:4F:DE;38687-KPWM865;10.66.96.43;N/A;ePMP Force 300-19R SM;;Jorge Eliecer G-Barranca de Upia-Meta;4.6.1-RC14;237d 20h 49m;Online;8d 7h 3m;716588;N/A
Base Infrastructure;00:04:56:46:48:82;47435-ZIFV703;10.71.51.14;N/A;ePMP Force 300-19R SM;E6XA0BKK0VH9;47435-ZIFV703-SAMPUES _VDA EL PA;4.6.2;237d 21h 34m;Online;5d 20h 8m;504540;N/A
Base Infrastructure;00:04:56:46:48:76;SUC.Sampues_AP4;10.71.51.12;N/A;ePMP Force 300-19R AP;E6XA0BKCCD3S;47435-ZIFV703;4.6.2;237d 22h 17m;Online;5d 21h 48m;510513;50 Meters
Base Infrastructure;58:C1:7A:FE:9C:00;CAD-BELALCAZAR;10.68.246.254;N/A;cnMatrix EX1010;XMXGMT4RV5XD;;4.1.0-300;237d 23h 6m;Online;176d 1h 11m;15210689;N/A
Base Infrastructure;00:04:56:42:89:FC;MET.Barranca_de_Upia;10.66.96.42;N/A;ePMP Force 300-19R AP;;38687-KPWM865;4.6.1-RC14;237d 23h 48m;Online;2d 19h 21m;242506;275.1 Meters
Base Infrastructure;00:04:56:46:49:D2;CAD.La Habana-AP6;10.68.245.138;N/A;ePMP Force 300-19R AP;E6XA0BR5C45N;26545-KPWM697;4.6.2;237d 23h 58m;Online;36d 0h 19m;3111591;N/A
Base Infrastructure;00:04:56:46:4D:44;37655-VZVF200;10.70.42.109;N/A;ePMP Force 300-19R SM;;SEDE_MAJAYURA;4.6.1-RC14;238d 0h 2m;Offline;61d 12h 52m;5316721;N/A
Base Infrastructure;58:C1:7A:71:E9:53;39344-KPWM719;10.67.195.164;N/A;ePMP Force 300C SM;E8XE03D7V2RF;MET, SN JN ARMA, BLLAVSTA;4.6.2;238d 1h 39m;Offline;46d 11h 31m;4015909;N/A
Base Infrastructure;00:04:56:46:47:CA;CAQ.Puerto_Rico-1_AP3;10.67.200.100;N/A;ePMP Force 300-19R AP;E6XA0BGHRRMH;74253-ZIFV711;4.6.2;238d 3h 17m;Online;2d 8h 52m;204773;N/A
Base Infrastructure;00:04:56:46:47:9E;74253-ZIFV711;10.67.200.101;N/A;ePMP Force 300-19R SM;E6XA0BFRVRHV;PUERTORICO_MONTECR;4.6.2;238d 3h 23m;Offline;47d 4h 3m;4075397;N/A
Base Infrastructure;58:C1:7A:FA:DB:60;COR-MATADECANA;10.71.32.78;N/A;cnMatrix EX1010;XMXDMNJ997F6;;4.1.0-300;238d 17h 9m;Online;1d 1h 53m;93208;N/A
Base Infrastructure;58:C1:7A:FB:C9:C0;CES-Calabaza;10.70.45.62;N/A;cnMatrix TX2020R-P;XMXDMPLD6R6D;;4.1.0-300;238d 17h 9m;Online;16d 18h 37m;1449427;N/A
Base Infrastructure;58:C1:7A:FA:C9:60;COR-SABANAL;10.71.37.190;N/A;cnMatrix EX1010;XMXDMNFDQ9MJ;;4.1.0-300;238d 17h 27m;Online;67d 3h 18m;5800710;N/A
Base Infrastructure;58:C1:7A:FB:AB:00;CAQ-LA-FRAGUITA;10.67.202.125;N/A;cnMatrix TX2020R-P;XMXDMPG583DB;;4.1.0-300;238d 18h 59m;Online;10d 14h 19m;915556;N/A
Base Infrastructure;58:C1:7A:71:E8:2A;39362-ZIFV958;10.67.197.181;N/A;ePMP Force 300C SM;E8XE038X30NQ;39362-ZIFV958;4.6.2;238d 19h 25m;Offline;231d 0h 31m;19960290;N/A
Base Infrastructure;00:04:56:42:2B:B2;COR.Buenavista_AP6;10.71.39.78;N/A;ePMP Force 300-19R AP;E6VE08N8DN37;31293-ZIFV081;4.6.2;238d 19h 37m;Online;5d 22h 31m;513105;N/A
Base Infrastructure;00:04:56:46:48:3A;26545-KPWM697;10.68.245.139;N/A;ePMP Force 300-19R SM;E6XA0BJCDMNS;RISARALDA_VEREDA_SANTA_LUCIA.;4.6.2;238d 19h 42m;Online;2d 5h 24m;192253;N/A
Base Infrastructure;58:C1:7A:72:67:51;31293-ZIFV081;10.71.39.79;N/A;ePMP Force 300C SM;E8XF01HPCM7Z;BUENAVISTA_VEREDA CALLE LARGA;4.6.0.1;238d 19h 51m;Online;5d 16h 23m;491004;N/A
Base Infrastructure;00:04:56:46:41:CE;47563-ZIFV812;10.70.119.47;N/A;ePMP Force 300-19R SM;;47563-ZIFV812-SAN _ONOFRE_CORREG SABANAS;4.6.1-RC14;238d 20h 14m;Online;11d 15h 51m;1007464;N/A
Base Infrastructure;58:C1:7A:71:E7:A3;39355-ZIFV244;10.67.206.56;N/A;ePMP Force 300C SM;;SEDE CERRITOS-SAN JUAN DE ARAMA;4.6.1-RC14;238d 20h 33m;Online;0d 1h 36m;5797;N/A
Base Infrastructure;00:04:56:46:49:A2;CES.La_Aurora_AP2;10.70.47.185;N/A;ePMP Force 300-19R AP;E6XA0BQCT77R;30494-ZGYO484;4.6.2;238d 20h 36m;Offline;0d 4h 33m;16405;N/A
Base Infrastructure;00:04:56:46:5C:A9;SND.Centro Ecopetrol;10.68.248.250;N/A;ePMP Force 300-19R AP;;70783-KPWM101;4.6.1-RC14;238d 21h 41m;Online;55d 2h 36m;4761391;N/A
Base Infrastructure;00:04:56:46:47:60;55095-ZZZY053;10.67.205.17;N/A;ePMP Force 300-19R SM;E6XA0BDQDVXD;55095-ZZZY053_SEDE LLANO DE LA VIRGEN;4.6.2;238d 21h 49m;Online;10d 0h 17m;865072;N/A
Base Infrastructure;00:04:56:42:88:D6;26822-ZCKE769;10.68.247.149;N/A;ePMP Force 300-19R SM;E6VG0C4VD8DS;ESCUELA RURAL CARACOLI;4.6.1;238d 21h 51m;Online;14d 23h 42m;1294961;N/A
Base Infrastructure;00:04:56:46:50:8A;SUC.Cispataca_AP4;10.71.54.66;N/A;ePMP Force 300-19R AP;E6XA0CPT2GFS;47080-ZGYO288;4.7-RC14;238d 23h 22m;Offline;7d 7h 55m;633324;N/A
Base Infrastructure;00:04:56:42:30:76;47080-ZGYO288;10.71.54.67;N/A;ePMP Force 300-19R SM;E6VE09BL4WNM;47080-ZGYO288_EL ALFEREZ;4.7-RC14;238d 23h 30m;Offline;7d 7h 55m;633324;N/A
Base Infrastructure;58:C1:7A:FB:CA:40;NOR-SARDINATA-1;10.68.252.238;N/A;cnMatrix TX2020R-P;XMXDMPLB0GHG;;4.1.0-300;238d 23h 34m;Online;3d 11h 12m;299549;N/A
Base Infrastructure;58:C1:7A:71:E7:D9;MET.La_Bodega_AP3;10.67.195.165;N/A;ePMP Force 300C AP;E8XE0381ZL47;39344-KPWM719;4.6.2;238d 23h 35m;Online;27d 2h 16m;2341017;N/A
Base Infrastructure;00:04:56:46:46:A2;45544-KPWM933;10.68.253.169;N/A;ePMP Force 300-19R SM;E6XA0B9KCP6P;GALÁN_VEREDA LAS VUELTAS;4.6.2;238d 23h 45m;Online;0d 1h 0m;3656;N/A
Base Infrastructure;58:C1:7A:FA:D5:00;COR-RETIRO-INDIO;10.71.38.14;N/A;cnMatrix EX1010;XMXDMNJNHH08;;4.1.0-300;239d 0h 4m;Online;2d 0h 41m;175299;N/A
Base Infrastructure;00:04:56:42:26:8C;ANT.Arboletes-2_AP1;10.68.231.194;N/A;ePMP Force 300-19R AP;E6VE07X92G90;31699-ZGYO293;4.6.2;239d 1h 31m;Online;0d 17h 45m;63943;N/A
Base Infrastructure;00:04:56:42:25:12;26180-VZVF667;10.68.245.9;N/A;ePMP Force 300-19R SM;E6VE07Q0HJWZ;MARMATO_SAN_JUAN;4.6.1-RC27;239d 1h 46m;Online;35d 21h 6m;3099984;N/A
Base Infrastructure;58:C1:7A:FB:93:40;MON-AEROPUERTO;10.71.35.30;N/A;cnMatrix TX2020R-P;XMXDMPBWH51L;;4.1.0-300;239d 2h 0m;Online;53d 2h 51m;4589501;N/A
Base Infrastructure;00:04:56:46:4E:44;41996-VZVF430;10.68.255.142;N/A;ePMP Force 300-19R SM;;Abrego-La Soledad;4.6.1-RC14;239d 2h 42m;Online;32d 20h 9m;2837364;N/A
Base Infrastructure;00:04:56:46:44:0E;74547-KPWM153;10.70.42.149;N/A;ePMP Force 300-19R SM;E6XA09XKNR80;RIOHACHA_ - GUAIJIRA;4.6.2;239d 5h 7m;Offline;216d 17h 56m;18726988;N/A
Base Infrastructure;58:C1:7A:72:D6:80;GUJ.Hato Nuevo_AP1;10.70.42.116;N/A;ePMP 3000L AP;;37617--ZZZY740, 73909-ZZZY743;4.6.1-RC14;239d 16h 1m;Online;0d 0h 20m;1255;N/A
Base Infrastructure;00:04:56:42:8A:90;MAI.Loma Fresca_AP3;10.70.42.108;N/A;ePMP Force 300-19R AP;E6VG0CD74CBS;37655-VZVF200;4.6.1-RC14;239d 16h 1m;Online;0d 12h 35m;45308; Meters
Base Infrastructure;00:04:56:46:47:FC;TOL_Planadas_AP2;10.66.102.45;N/A;ePMP Force 300-19R AP;E6XA0BHBXR7V;49029-ZIFV179;4.6.2;239d 16h 3m;Online;4d 1h 5m;349519;45 Meters
Base Infrastructure;00:04:56:42:29:28;CES.Bosconia-2_AP3;10.70.46.36;N/A;ePMP Force 300-19R AP;E6VE089FV4NP;F300-19R_422928 CES_BOSCONIA2_CESAR;4.6.2;239d 16h 3m;Online;0d 12h 21m;44469;N/A
Base Infrastructure;00:04:56:46:44:C2;37496-VZVF924;10.67.195.73;N/A;ePMP Force 300-19R SM;E6XA0B1K1FXL;37496-VZVF924,TIMANA,VDA,MONTANITAS;4.6.0.1;239d 16h 7m;Online;10d 15h 34m;920069;N/A
Base Infrastructure;00:04:56:42:2C:D4;73910-ZZZY744;10.70.42.119;N/A;ePMP Force 300-19R SM;;HATONUEVO_POZO;4.6.1-RC14;239d 16h 26m;Online;0d 3h 1m;10874;N/A
Base Infrastructure;00:04:56:46:48:26;39443-ZGYO243;10.67.206.54;N/A;ePMP Force 300-19R SM;E6XA0BJ1W16B;VISTAHERMOSA PUERT;4.6.2;239d 16h 26m;Online;0d 5h 15m;18953;N/A
Base Infrastructure;00:04:56:46:47:F6;49029-ZIFV179;10.66.102.46;N/A;ePMP Force 300-19R SM;E6XA0BH7NCSG;PLANADAS_VDA_LA_ESMERALDA_ALTA;4.6.2;239d 16h 28m;Offline;12d 15h 17m;1091845;N/A
Base Infrastructure;00:04:56:42:8A:62;42329-ZIFV264;10.68.250.233;N/A;ePMP Force 300-19R SM;;CHITAGÁ_VDA PRESIDENTE;4.6.1-RC14;239d 16h 28m;Online;31d 1h 24m;2683491;N/A
Base Infrastructure;00:04:56:27:E2:01;22536-ZZZY672;10.70.40.163;N/A;ePMP Force 300C SM;E8WM0H19302Z;22536-ZZZY672_I.E.TECNICO_DE_LA_PEÑA;4.6.2;239d 16h 31m;Offline;12d 21h 13m;1113214;N/A
Base Infrastructure;58:C1:7A:72:67:63;CAD.Aguadas-4;10.68.213.194;N/A;ePMP Force 300C AP;E8XF01HWZZW1;21666-ZCKE417;4.6.2;239d 16h 32m;Online;2d 21h 4m;248685;N/A
Base Infrastructure;58:C1:7A:71:92:9F;ATL.Piojo_AP6;10.70.40.162;N/A;ePMP Force 300C AP;E8XB0GN8RZLD;22536-ZZZY672;4.6.2;239d 17h 17m;Online;2d 12h 6m;216365;N/A
Base Infrastructure;58:C1:7A:72:6B:29;74567-KPWM290;10.70.95.61;N/A;ePMP Force 300C SM;;Uribia_Maleiwamana;4.6.1-RC14;239d 17h 32m;Offline;27d 21h 14m;2409299;N/A
Base Infrastructure;58:C1:7A:71:E7:F1;18876-ZIFV048;10.68.209.243;N/A;ePMP Force 300C SM;;ANZA_VDA_LaCejita;4.6.1-RC14;239d 18h 12m;Online;1d 3h 47m;100056;N/A
Base Infrastructure;00:04:56:42:2F:1E;74522-KPWM239;10.70.93.179;N/A;ePMP Force 300-19R SM;E6VE094VC6X6;CAIMITAL;4.6.2;239d 18h 35m;Online;32d 0h 7m;2765270;N/A
Base Infrastructure;00:04:56:42:28:18;ATL.MALAMBO;10.70.93.178;N/A;ePMP Force 300-19R AP;E6VE084WQRGG;74522-KPWM239;4.6.2;239d 18h 54m;Online;1d 13h 30m;135059;N/A
Base Infrastructure;00:04:56:42:86:56;21759-ZZZY060;10.68.228.247;N/A;ePMP Force 300-19R SM;E6VG0BS6WX8L;C. E. R. LA VIRGEN;4.6.1-RC26;239d 19h 0m;Online;37d 22h 33m;3278002;N/A
Base Infrastructure;58:C1:7A:FA:2B:80;HUI-GARZON-1;10.67.205.62;N/A;cnMatrix EX1010;XMXCMMC76XDS;;4.1.0-300;239d 20h 34m;Online;230d 3h 42m;19885352;N/A
Base Infrastructure;00:04:56:42:86:E8;CAD.IRRA_AP1;10.68.247.148;N/A;ePMP Force 300-19R AP;E6VG0BVMGXG5;26822-ZCKE769;4.6.1;239d 22h 1m;Online;2d 21h 0m;248404;N/A
Base Infrastructure;58:C1:7A:72:CC:1B;SND.Cabrera_AP4;10.68.253.168;N/A;ePMP 3000L AP;E8XF0C1T6MGH;45544-KPWM933_45549-ZZZY279;4.6.2;239d 22h 20m;Online;65d 23h 25m;5700346;N/A
Base Infrastructure;00:04:56:46:4B:6E;21239-ZZZY417;10.66.96.235;N/A;ePMP Force 300-19R SM;E6XA0C01DQMZ;SAN LUIS- C.E.R TABITAS;4.6.1-RC26;239d 22h 23m;Online;0d 19h 43m;71024;N/A
Base Infrastructure;00:04:56:42:41:26;48315-ZGYO149;10.67.204.11;N/A;ePMP Force 300-19R SM;E6VE0FN9XGVZ;IE_EL_PALMAR;4.6.2;239d 22h 27m;Online;0d 3h 40m;13251;N/A
Base Infrastructure;00:04:56:46:4D:E2;ANT.Tebaida;10.66.96.234;N/A;ePMP Force 300-19R AP;E6XA0CBHF82D;21239-ZZZY417;4.6.1-RC26;239d 22h 30m;Online;4d 18h 39m;412769;N/A
Base Infrastructure;00:04:56:42:2C:04;ANT.Tarso_AP2;10.68.230.50;N/A;ePMP Force 300-19R AP;E6VE08PMMD30;21822-VZVF141;4.6.1-RC27;240d 0h 18m;Online;5d 1h 35m;437754;N/A
Base Infrastructure;58:C1:7A:FB:C2:C0;COR-EL-HUESO;10.71.34.254;N/A;cnMatrix TX2020R-P;XMXDMPH26840;;4.1.0-300;240d 1h 2m;Online;3d 21h 58m;338286;N/A
Base Infrastructure;00:04:56:46:4A:96;38664-KPWM858;10.67.203.103;N/A;ePMP Force 300-19R SM;;ALTO BOLIVAR-EL DORADO-VDA CUMBRE;4.6.1-RC14;240d 1h 5m;Online;0d 3h 59m;14397;N/A
Base Infrastructure;58:C1:7A:FA:D6:E0;COR-ELVIDRIAL;10.71.38.174;N/A;cnMatrix EX1010;XMXDMNKKFN1X;;4.1.0-300;240d 2h 31m;Online;85d 20h 26m;7417597;N/A
Base Infrastructure;58:C1:7A:71:E8:1E;42324-ZIFV754;10.68.250.53;N/A;ePMP Force 300C SM;;CHITAGÁ_VDA EL ROBLE;4.6.1-RC14;240d 19h 51m;Online;3d 1h 40m;265222;N/A
Base Infrastructure;58:C1:7A:FB:A0:80;SUC-CISPATACA;10.71.54.94;N/A;cnMatrix TX2020R-P;XMXDMPD6QMLF;;4.0-r4;240d 22h 2m;Online;106d 23h 50m;9244213;N/A
Base Infrastructure;00:04:56:46:5D:CB;46709-KPWM853;10.68.252.63;N/A;ePMP Force 300-19R SM;E6XB060H73B9;VDA_LA_CHACARA_SANTA_BÁRBARA;4.6.2;241d 0h 14m;Online;2d 1h 40m;178828;N/A
Base Infrastructure;00:04:56:46:3E:EE;74115-ZCKE691;10.71.35.139;N/A;ePMP Force 300-19R SM;E6XA096PW7GK;MONTELÍBANO_CORREGIMIENTO_TIERRADENTRO;4.6.2;241d 1h 8m;Online;3d 22h 24m;339852;N/A
Base Infrastructure;00:04:56:46:3E:AE;COR.tierra adentro_AP2;10.71.35.138;N/A;ePMP Force 300-19R AP;E6XA095MQVHB;74115-ZCKE691;4.6.2;241d 1h 16m;Online;4d 21h 55m;424522;N/A
Base Infrastructure;00:04:56:42:41:12;73889-KPWM604;10.70.42.153;N/A;ePMP Force 300-19R SM;;MAICAO_KM 43 VIA URIBIA;4.6.1-RC14;241d 19h 1m;Offline;69d 3h 30m;5974213;N/A
Base Infrastructure;58:C1:7A:FB:8B:00;TOL-SAN-ANTONIO;10.67.204.242;N/A;cnMatrix TX2020R-P;XMXDMP9SSKRH;;4.1.0-300;241d 19h 21m;Online;3d 17h 52m;323544;N/A
Base Infrastructure;00:04:56:42:30:34;26190-KPWM734;10.68.245.47;N/A;ePMP Force 300-19R SM;E6VE099HX5K9;MARQUETALIA-ANTONIO-MARIA-INCAPIE;4.6.2;241d 19h 23m;Online;2d 14h 0m;223200;N/A
Base Infrastructure;58:C1:7A:F9:A9:A0;SUC-SAN-BENITO-ABAD;10.71.52.254;N/A;cnMatrix TX2020R-P;XMXBMLS4NSLK;;4.1.1-r2;241d 19h 58m;Online;13d 18h 15m;1188902;N/A
Base Infrastructure;00:04:56:42:31:7C;47069-ZGYO101;10.71.51.43;N/A;ePMP Force 300-19R SM;;47069-ZGYO101_I.E.LAS CHICHAS;4.6.1-RC14;241d 21h 0m;Online;8d 19h 1m;759703;N/A
Base Infrastructure;00:04:56:46:4C:9E;MET.El_Dorado_AP1;10.67.203.102;N/A;ePMP Force 300-19R AP;;38664-KPWM858;4.6.1-RC14;241d 21h 28m;Online;0d 4h 0m;14411;N/A
Base Infrastructure;00:04:56:46:4B:74;67780-ZIFV041;10.68.208.147;N/A;ePMP Force 300-19R SM;E6XA0C041JC8;67780-ZIFV041 - ANT, TURBO, BTLLON INFNTRIA;4.6.2;241d 21h 31m;Online;10d 0h 7m;864480;N/A
Base Infrastructure;58:C1:7A:4F:F3:E4;26057-ZCKE466;10.68.244.91;N/A;ePMP Force 200 SM;E8WM0BG80173;#�NOMBRE?;4.6.1-RC14;241d 22h 9m;Online;2d 10h 6m;209204;N/A
Base Infrastructure;58:C1:7A:72:6B:EF;43161-ZIFV286;10.68.254.57;N/A;ePMP Force 300C SM;E8XF01XTTKW5;43161-ZIFV286-CORREG_MESA_LLANA;4.6.2;241d 22h 56m;Offline;122d 20h 52m;10615966;N/A
Base Infrastructure;00:04:56:46:47:9C;31576-KPWM041;10.71.37.218;N/A;ePMP Force 300-19R SM;E6XA0BFQ3212;COTORRA_VDA VILLANUEVA;4.6.2;241d 23h 42m;Online;5d 23h 5m;515132;N/A
Base Infrastructure;58:C1:7A:4D:3F:2E;CAD.-FLORESTA-AP2;10.68.244.90;N/A;ePMP Force 200 AP;E8WJ079P2S26;26057-ZCKE466_26048-ZCKE656;4.6.1-RC14;241d 23h 47m;Online;3d 2h 44m;269048;40 Meters
Base Infrastructure;58:C1:7A:4F:ED:AE;19258-VZVF341;10.68.231.167;N/A;ePMP Force 200 SM;E8WM09KRLK1J;buritca-llano-montana;4.6.1-RC14;242d 0h 10m;Offline;2d 18h 41m;240078;N/A
Base Infrastructure;00:04:56:46:47:CE;COR.Cotorra_AP1;10.71.37.217;N/A;ePMP Force 300-19R AP;E6XA0BGK3H9H;31576-KPWM041;4.6.2;242d 0h 11m;Online;23d 0h 27m;1988845;N/A
Base Infrastructure;00:04:56:46:41:F6;46201-ZCKE565;10.68.251.137;N/A;ePMP Force 300-19R SM;E6XA09MMHNF6;PIEDECUESTA_VEREDA SAN PEDRO;4.7-RC14;242d 0h 16m;Online;8d 3h 2m;702140;N/A
Base Infrastructure;00:04:56:27:57:45;COR.Sahagun-7_AP2;10.71.32.130;N/A;ePMP Force 300C AP;E8WL0ZDRJJ1K;31474-ZIFV683;4.6.2;242d 0h 58m;Online;0d 16h 45m;60322;N/A
Base Infrastructure;00:04:56:42:2D:24;26820-ZIFV094;10.68.247.247;N/A;ePMP Force 300-19R SM;E6VE08VF8HK6;ESCUELA RURAL MATECAÑA;4.6.1;242d 1h 15m;Offline;16d 23h 49m;1468180;N/A
Base Infrastructure;58:C1:7A:72:69:E8;32580-VZVF301;10.71.35.217;N/A;ePMP Force 300C SM;E8XF01R29DM2;TIERRALTA_E. JUNIN SEVERINERA;4.6.2;242d 2h 15m;Online;7d 17h 14m;666875;N/A
Base Infrastructure;00:04:56:27:DE:E9;73932-KPWM583;10.70.45.115;N/A;ePMP Force 300C SM;E8WM0GQHZSX4;BARRANCAS-RESGUARDO INDIGENA CERRODEO;4.6.2;242d 2h 55m;Offline;60d 1h 17m;5188679;N/A
Base Infrastructure;00:04:56:46:4A:4C;73822-VZVF132;10.70.95.201;N/A;ePMP Force 300-19R SM;E6XA0BT6LKZ8;SAN-JUAN-DEL-CESAR-VEREDA-PIÑONSITO;4.6.2;242d 4h 10m;Offline;218d 15h 59m;18892772;N/A
Base Infrastructure;00:04:56:42:27:04;GUJ.Aremasain_AP4;10.70.42.148;N/A;ePMP Force 300-19R AP;E6VE08098ZWL;74547-KPWM153;4.6.2;242d 13h 29m;Online;0d 12h 34m;45296;N/A
Base Infrastructure;58:C1:7A:FA:C0:20;HUI-NARANJAL;10.67.201.126;N/A;cnMatrix EX1010;XMXDMNC5BCDC;;4.1.0-300;242d 17h 19m;Online;6d 7h 2m;543771;N/A
Base Infrastructure;00:04:56:46:4A:B0;GUJ.CARACOLI-AP-2;10.70.95.200;N/A;ePMP Force 300-19R AP;E6XA0BVVKVJX;73822-VZVF132;4.6.1;242d 19h 17m;Online;35d 1h 43m;3030197;N/A
Base Infrastructure;00:04:56:46:5D:0B;46715-KPWM869;10.68.252.11;N/A;ePMP Force 300-19R SM;E6XB05W9VR7Z;Santa_Barbara_V_La_Chacara;4.6.2;242d 19h 31m;Online;10d 22h 25m;944716;N/A
Base Infrastructure;00:04:56:27:84:B9;SND.Santa Barbara;10.68.252.10;N/A;ePMP 3000L AP;E8WL1DLH78D8;46719-DEMO010, 46715-KPWM869, 46709-KPWM853;4.6.2;242d 19h 43m;Online;136d 5h 30m;11770214;N/A
Base Infrastructure;00:04:56:27:E1:86;31474-ZIFV683;10.71.32.131;N/A;ePMP Force 300C SM;E8WM0GZX0V8V;SAHAGUN_ANDALUCIA;4.6.2;242d 20h 13m;Offline;40d 2h 43m;3465828;N/A
Base Infrastructure;00:04:56:46:4F:38;70587-ZIFV663;10.68.251.89;N/A;ePMP Force 300-19R SM;E6XA0CJ6X051;70587-ZIFV663-PUESTO DE SALUD CARMEN DE NAZARETH;4.6.1;242d 20h 33m;Offline;101d 6h 39m;8750394;N/A
Base Infrastructure;58:C1:7A:FB:95:80;COR-RABOLARGO;10.71.34.62;N/A;cnMatrix TX2020R-P;XMXDMPC5CLG4;;4.1.0-300;242d 20h 43m;Online;74d 19h 24m;6463453;N/A
Base Infrastructure;00:04:56:46:48:78;26541-KPWM704_Risaralda_La Romel;10.68.241.147;N/A;ePMP Force 300-19R SM;E6XA0BKDW3GH;Risaralda_La Romelia;4.6.2;242d 20h 44m;Offline;28d 22h 57m;2501866;N/A
Base Infrastructure;00:04:56:42:88:74;19589-ZIFV789;10.68.214.75;N/A;ePMP Force 300-19R SM;E6VG0C37RKQV;CAUCASIA_VILLA DEL SOCORRO;4.6.2;242d 20h 58m;Offline;6d 14h 18m;569904;N/A
Base Infrastructure;00:04:56:27:7F:D6;NOR.Silos_AP2;10.68.250.52;N/A;ePMP 3000L AP;E8WL1D4LXL5H;42324-ZIFV754;4.6.2;242d 21h 59m;Online;0d 1h 41m;6060;N/A
Base Infrastructure;58:C1:7A:FB:9B:80;CES-SAN-DIEGO;10.70.44.189;N/A;cnMatrix TX2020R-P;XMXDMPD16R1P;;4.1.0-300;242d 22h 25m;Online;9d 2h 1m;784875;N/A
Base Infrastructure;58:C1:7A:FB:95:40;COR-PALOTAL;10.71.37.126;N/A;cnMatrix TX2020R-P;XMXDMPC7KW5T;;4.1.0-300;242d 22h 25m;Online;112d 20h 46m;9751613;N/A
Base Infrastructure;00:04:56:27:0B:91;MET.Pinalito_AP2;10.67.206.49;N/A;ePMP 3000 AP;E8WK127PM49F;39442-VZVF889;4.6.2;242d 22h 28m;Online;0d 0h 7m;437;N/A
Base Infrastructure;58:C1:7A:72:68:C8;55253-ZZZY547;10.71.52.235;N/A;ePMP Force 300C SM;E8XF01MVLQLL;55253-ZZZY547_SAN BENITO ABAD_HONDURAS;4.6.2;242d 22h 33m;Offline;31d 7h 46m;2706397;N/A
Base Infrastructure;00:04:56:42:06:1A;SND.Palmas Del Socorro_AP3;10.68.253.178;N/A;ePMP Force 300-19R AP;;46135-ZGYO710;4.6.1-RC14;242d 23h 17m;Online;0d 19h 28m;70084;N/A
